Index,description,milePost,publicVideoURL,lat,lon,routePrefix,routeSuffix,routeNumber,cameraCategories,cctvIp,commMode,opStatus,name,id,lastCachedDataUpdateTime
89,I-95 NB AT MD 32,38.2,https://chart.maryland.gov/Video/GetVideo/f201605800f700d700437a45351f0214,39.157803,-76.82421,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 NB AT MD 32 (713002),f201605800f700d700437a45351f0214,1729719295987
90,I-70 at EX 18 MD 68 Clear Spring Rd,17.62,https://chart.maryland.gov/Video/GetVideo/6e00fd5800ad00b9005dd336c4235c0a,39.651592,-77.92324,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621004,6e00fd5800ad00b9005dd336c4235c0a,1729719295987
91,ICC MD 200 WB LONGMEAD CROSSING DR MM 9.6 (C214),9.63,https://chart.maryland.gov/Video/GetVideo/75003cc500a600ca004e3336c4235c0a,39.107445,-77.05379,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200 WB LONGMEAD MM 9.6 (C-214),75003cc500a600ca004e3336c4235c0a,1729719295987
92,I-68 at US 219 Keysers Ridge Tower,13.5,https://chart.maryland.gov/Video/GetVideo/0e0109d100f1003d00471536ea235d0a,39.692944,-79.251785,IS,,68,['Western MD'],strmr5.sha.maryland.gov,ONLINE,OK,611003,0e0109d100f1003d00471536ea235d0a,1729719295987
93,I-495 & University Blvd (MD 193)(CAM 110),12.51,https://chart.maryland.gov/Video/GetVideo/e4ff858700010075004d823633235daa,39.01509,-77.00511,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-495 & University Blvd (MD 193),e4ff858700010075004d823633235daa,1729719295987
94,US 301 HWN BRIDGE G17,0.0,https://chart.maryland.gov/Video/GetVideo/d001781c006000230063d336c4235c0a,38.35925,-77.01547,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G17 C-319,d001781c006000230063d336c4235c0a,1729719295987
95,Georgia Ave (MD 97) at University Blvd (MD 193)(CAM 55),1.43,https://chart.maryland.gov/Video/GetVideo/e000990f025f0075004d823633235daa,39.04136,-77.052315,MD,,193,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Georgia Ave (MD 97) at University Blvd (MD 193),e000990f025f0075004d823633235daa,1729719295987
96,I-895 AT MD 295 (C046) MM 4.5,4.37,https://chart.maryland.gov/Video/GetVideo/7d000a98c47501b8004606363d235daa,39.231964,-76.649956,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 AT MD 295 (C-046),7d000a98c47501b8004606363d235daa,1729719295987
97,I-68 at Exit 22 US 219 (Grantsville Tower),22.8,https://chart.maryland.gov/Video/GetVideo/be0017de00e800dd00451536ea235d0a,39.68832,-79.09214,IS,,68,['Western MD'],strmr5.sha.maryland.gov,ONLINE,OK,611002,be0017de00e800dd00451536ea235d0a,1729719295987
98,I-70 East at South Mountain,38.93,https://chart.maryland.gov/Video/GetVideo/0200f4dc00c300a00052fa36c4235c0a,39.526527,-77.60347,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,710012,0200f4dc00c300a00052fa36c4235c0a,1729719295987
99,National Harbor at American Way,0.0,https://chart.maryland.gov/Video/GetVideo/a70010ea00ea00af004502366d235daa,38.782288,-77.01063,,,0,['Wash. DC'],strmr10.sha.maryland.gov,ONLINE,COMM_FAILURE,National Harbor at American Way,a70010ea00ea00af004502366d235daa,1729719295987
100,MD 404 WEST OF CONNELLY ROAD,4.5,https://chart.maryland.gov/Video/GetVideo/8800f815000a00bf005cd336c4235c0a,38.927876,-75.999535,MD,,404,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 404 W OF CONNELLY RD (217008),8800f815000a00bf005cd336c4235c0a,1729719295987
101,"I-95 at FMT, Top of South Portal (C040) MM 54.5",54.07,https://chart.maryland.gov/Video/GetVideo/a9008078019200e300441a366e230214,39.264416,-76.58967,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 S FT MCHENRY TUNNEL, TOP OF SOUTH PORTAL (C-040)",a9008078019200e300441a366e230214,1729719295987
102,US 50 EAST AT SANDY POINT,51.24,https://chart.maryland.gov/Video/GetVideo/490171da00d7006f0062d336c4235c0a,39.01777,-76.40954,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,US 50 EAST AT SANDY POINT (502032),490171da00d7006f0062d336c4235c0a,1729719295987
103,I-95 AT CHERRY HILL RD,27.09,https://chart.maryland.gov/Video/GetVideo/3101095601e90035005dd336c4235c0a,39.033737,-76.9433,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,316004,3101095601e90035005dd336c4235c0a,1729719295987
104,I-95 S of Chesapeake H. (C006) MP 96.1,110.85,https://chart.maryland.gov/Video/GetVideo/c201714c00e30039004606363d235daa,39.608932,-76.01492,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C006,c201714c00e30039004606363d235daa,1729719295987
105,RWIS MD 24 AT ROCKS ST. PARK,18.5,https://chart.maryland.gov/Video/GetVideo/2e00ac6800a200ab0050fa36c4235c0a,39.63708,-76.411255,MD,,24,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 24 AT ROCK ST PARK,2e00ac6800a200ab0050fa36c4235c0a,1729719295987
106,I-95/495 AT MD 202,16.55,https://chart.maryland.gov/Video/GetVideo/5101be5801f700d700437a45351f0214,38.91714,-76.85159,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT MD 202 (316009),5101be5801f700d700437a45351f0214,1729719295987
107,I-70 at I-68,1.15,https://chart.maryland.gov/Video/GetVideo/950008fc01cf000f005cd336c4235c0a,39.70911,-78.18272,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621010,950008fc01cf000f005cd336c4235c0a,1729719295987
108,I-95 S of Eastern Ave (C042) MP 58.5,58.01,https://chart.maryland.gov/Video/GetVideo/e1000d84021a004b004606363d235daa,39.286137,-76.53347,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 S OF EASTERN AVE (C-042),e1000d84021a004b004606363d235daa,1729719295987
109,I-95 SOUTH AT MD 100,42.39,https://chart.maryland.gov/Video/GetVideo/5c010a65017a00c0005cd336c4235c0a,39.19715,-76.76658,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-95 S OF MD 100 (713003),5c010a65017a00c0005cd336c4235c0a,1729719295987
110,US 50 AT SIXTY FOOT RD,149.19,https://chart.maryland.gov/Video/GetVideo/94ffeaa500b6009c005dd336c4235c0a,38.385033,-75.42151,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,122004,94ffeaa500b6009c005dd336c4235c0a,1729719295987
111,RWIS MD 231 at PATUXENT RIVER,10.82,https://chart.maryland.gov/Video/GetVideo/2c01b630005100240054fa36c4235c0a,38.51074,-76.66426,MD,,231,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 231 AT PATUXENT RIVER,2c01b630005100240054fa36c4235c0a,1729719295987
112,I-70 at Ex 26 I-81,25.73,https://chart.maryland.gov/Video/GetVideo/1b01e0330015001c005afa36c4235c0a,39.61655,-77.7853,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,621012,1b01e0330015001c005afa36c4235c0a,1729719295987
113,Rockville Pk (MD 355) & South Dr (CAM 35),2.7,https://chart.maryland.gov/Video/GetVideo/f400498202500075004d823633235daa,38.999233,-77.09733,MD,,355,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Rockville Pk (MD 355) & South Dr,f400498202500075004d823633235daa,1729719295987
114,WPL C-517 at Gantry N-29,46.4,https://chart.maryland.gov/Video/GetVideo/9e006694005800930063d336c4235c0a,38.97948,-76.32229,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-517 at Gantry N-29,9e006694005800930063d336c4235c0a,1729719295987
115,WPL C512 at Gantry S-19 MP 35.7,44.7,https://chart.maryland.gov/Video/GetVideo/6400d5b92e86001c00503336c4235c0a,38.985863,-76.35065,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-512 at Gantry S-19 MP 35.7,6400d5b92e86001c00503336c4235c0a,1729719295987
116,I-95 N of Chesapeake H. (C005) MP 97.1,111.75,https://chart.maryland.gov/Video/GetVideo/480169db00e20039004606363d235daa,39.616207,-75.99986,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C005,480169db00e20039004606363d235daa,1729719295987
117,I-895 S of O'Donnell St (C035) MP 11.8,11.68,https://chart.maryland.gov/Video/GetVideo/b8007791019100e300441a366e230214,39.280655,-76.55353,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 S OF O'DONNELL ST (C-035),b8007791019100e300441a366e230214,1729719295987
118,ICC MD 200 WB E OF 182 LAYHILL RD MM 11.1 (C216),11.1,https://chart.maryland.gov/Video/GetVideo/f2009c74002100bd004e3336c4235c0a,39.096058,-77.031815,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200 WB E OF 182 LAYHILL RD MM 11.1 (C-216),f2009c74002100bd004e3336c4235c0a,1729719295987
119,RWIS US-301 AT MD-5,29.07,https://chart.maryland.gov/Video/GetVideo/ce00c32600eb002a0053fa36c4235c0a,38.6974,-76.870605,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 301 AT MD 5,ce00c32600eb002a0053fa36c4235c0a,1729719295987
120,I-83 at North Ave,1.86,https://chart.maryland.gov/Video/GetVideo/88005dc600990068004f823633235daa,39.31087,-76.623055,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-83 at North Ave,88005dc600990068004f823633235daa,1729719295987
121,I-95/495 AT MD 193 Greenbelt Rd,22.44,https://chart.maryland.gov/Video/GetVideo/63016dde026300e50051fa36c4235c0a,38.9955,-76.88932,IS,,95,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,316048,63016dde026300e50051fa36c4235c0a,1729720104815
122,I-95/495 AT GOOD LUCK ROAD,21.0,https://chart.maryland.gov/Video/GetVideo/260016bb004200f0004ae33696235daa,38.978535,-76.8736,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT GOOD LUCK ROAD (316042),260016bb004200f0004ae33696235daa,1729719295987
123,I-895 N of Childs St (C037) MM 8.4,8.33,https://chart.maryland.gov/Video/GetVideo/eb0165ea044c0160004806363d235daa,39.24094,-76.58356,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 N OF CHILDS ST (C-037),eb0165ea044c0160004806363d235daa,1729719295987
124,MD 295 AT MD 193 Greenbelt Rd,6.5,https://chart.maryland.gov/Video/GetVideo/aa01d4760070001b0058fa36c4235c0a,38.99526,-76.87921,MD,,295,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,316050,aa01d4760070001b0058fa36c4235c0a,1729719295987
125,I-95 N of Md 43 Whitemarsh Blvd (C022) MP 67.5,82.03,https://chart.maryland.gov/Video/GetVideo/f101757700e30039004606363d235daa,39.38493,-76.44355,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C022,f101757700e30039004606363d235daa,1729719295987
126,I-95/495 N of MD 210,2.9,https://chart.maryland.gov/Video/GetVideo/c0000328018c0055005dd336c4235c0a,38.805,-76.99657,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 N OF MD 210 (316034),c0000328018c0055005dd336c4235c0a,1729719295987
127,I-95 N. OF I-695 SW,49.36,https://chart.maryland.gov/Video/GetVideo/1a01fd6300950072005dd336c4235c0a,39.261997,-76.67316,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 N OF I-695 SW (403031),1a01fd6300950072005dd336c4235c0a,1729719295987
128,I-695 AT LIBERTY RD,13.11,https://chart.maryland.gov/Video/GetVideo/3d01ab5800f700d700437a45351f0214,39.34867,-76.74526,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 AT LIBERTY RD (403006),3d01ab5800f700d700437a45351f0214,1729719295987
129,US 50 AT US 301 SPLIT,55.4,https://chart.maryland.gov/Video/GetVideo/cb000f1800330014004a8436cf235d0a,38.981365,-76.16857,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT US 301 SPLIT (217003),cb000f1800330014004a8436cf235d0a,1729719295987
130,RWIS I-68 at US 219,37.42,https://chart.maryland.gov/Video/GetVideo/1800a05f00a100ab0050fa36c4235c0a,39.692093,-79.24838,US,,219,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-68 at US 219 MD,1800a05f00a100ab0050fa36c4235c0a,1729719295987
131,I-95/495 AT MD 214,14.8,https://chart.maryland.gov/Video/GetVideo/4701b45801f700d700437a45351f0214,38.892426,-76.847595,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT MD 214 (316011),4701b45801f700d700437a45351f0214,1729719295987
132,RWIS I-83 AT MD-137,24.3,https://chart.maryland.gov/Video/GetVideo/f500c12a006900d40050fa36c4235c0a,39.59246,-76.673584,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-83 AT MD 137,f500c12a006900d40050fa36c4235c0a,1729719295987
133,I-95 S of Md 155  (C013) MP 88.6,103.26,https://chart.maryland.gov/Video/GetVideo/6a0091d300e40039004606363d235daa,39.567726,-76.140366,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C013,6a0091d300e40039004606363d235daa,1729719295987
134,US 301 HWN BRIDGE G6,2.09,https://chart.maryland.gov/Video/GetVideo/99016c19003c001f0063d336c4235c0a,38.364395,-76.97725,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G6 C-306,99016c19003c001f0063d336c4235c0a,1729719295987
135,I-95 AT MD 216,35.25,https://chart.maryland.gov/Video/GetVideo/1a0142cf013f0016005dd336c4235c0a,39.129265,-76.862526,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 AT MD 216 (713005),1a0142cf013f0016005dd336c4235c0a,1729719295987
136,US 40 AT HATEM BRIDGE (C-065A),204.68,https://chart.maryland.gov/Video/GetVideo/80007d9800c000f30062d336c4235c0a,39.56756,-76.07505,US,,40,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 40 AT HATEM BRIDGE (C-065A),80007d9800c000f30062d336c4235c0a,1729719295987
137,ICC MD 200 EB E OF MD 97 MM 8.7 (C213),8.7,https://chart.maryland.gov/Video/GetVideo/d2005d9a001a00bd004e3336c4235c0a,39.116802,-77.06574,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200W E of 97 (C-213),d2005d9a001a00bd004e3336c4235c0a,1729719295987
138,I-95 AT MD-198,32.73,https://chart.maryland.gov/Video/GetVideo/63ff12a0008d00030048e33696235daa,39.10004,-76.88963,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 AT MD 198 (316030),63ff12a0008d00030048e33696235daa,1729719295987
139,I-495 at American Legion Brg,0.39,https://chart.maryland.gov/Video/GetVideo/8b00ad8b0064001f0053fa36c4235c0a,38.9727,-77.17862,IS,,495,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-495 AT AMER LEG BR,8b00ad8b0064001f0053fa36c4235c0a,1729719295987
140,I-97 N OF EXIT 16 MD 648,16.0,https://chart.maryland.gov/Video/GetVideo/0900adbd00ee00e30051fa36c4235c0a,39.18148,-76.632706,IS,,97,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,502024,0900adbd00ee00e30051fa36c4235c0a,1729719295987
141,WPL C-505 at Gantry N-9 MP 2.0,52.74,https://chart.maryland.gov/Video/GetVideo/5a01ab71004500400063d336c4235c0a,38.998123,-76.39515,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-505 at Gantry N-9 MP 2.0,5a01ab71004500400063d336c4235c0a,1729719295987
142,I-695 AT WILKENS AVE,5.71,https://chart.maryland.gov/Video/GetVideo/c501325801f700d700437a45351f0214,39.258034,-76.698425,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,I-695 AT WILKENS AVE (403001),c501325801f700d700437a45351f0214,1729719295987
143,Muncaster Mill Rd (MD 115) & Norbeck Rd (MD 28)(CAM 141),5.8,https://chart.maryland.gov/Video/GetVideo/8401296e01150075004d823633235daa,39.109024,-77.080345,MD,,115,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Muncaster Mill Rd (MD 115) & Norbeck Rd (MD 28),8401296e01150075004d823633235daa,1729719295987
144,I-70 at Ex 53 I-270,52.81,https://chart.maryland.gov/Video/GetVideo/0800f82400b50086005bd336c4235c0a,39.399185,-77.427704,IS,,70,['Western MD'],strmr5.sha.maryland.gov,ONLINE,OK,710003,0800f82400b50086005bd336c4235c0a,1729719295987
145,US 1 AT CONOWINGO TWR,70.95,https://chart.maryland.gov/Video/GetVideo/2201f01800f8006f005dd336c4235c0a,39.655174,-76.1813,US,,1,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 1 AT CONOWINGO TWR (412006),2201f01800f8006f005dd336c4235c0a,1729719295987
146,I-68 West of 15 Mile Creek Rd,60.59,https://chart.maryland.gov/Video/GetVideo/960017d3013c00bc005dd336c4235c0a,39.682415,-78.49391,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,601009,960017d3013c00bc005dd336c4235c0a,1729719295987
147,ICC MD 200 WB  W OF MD 650 NEW HAMPSHIRE AVE MM 12.9 (C218),12.9,https://chart.maryland.gov/Video/GetVideo/2e00aaa1002200bd004e3336c4235c0a,39.088337,-77.0059,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200 WB W OF MD 650 NEW HAMPSHIRE AVE MM 12.9 (C-218),2e00aaa1002200bd004e3336c4235c0a,1729719295987
148,I-95 N of Md 222 (C007) MP 93.4,108.05,https://chart.maryland.gov/Video/GetVideo/400179c200e30039004606363d235daa,39.59521,-76.06257,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C007,400179c200e30039004606363d235daa,1729719295987
149,I-68 at Exit 47 US 220,46.79,https://chart.maryland.gov/Video/GetVideo/44013f49015800b0005dd336c4235c0a,39.67372,-78.71543,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,601005,44013f49015800b0005dd336c4235c0a,1729719295987
150,US 50 AT Ex 24 MD 70 Rowe Blvd,19.65,https://chart.maryland.gov/Video/GetVideo/fa0017fb008d004b004af03676235daa,38.993816,-76.515625,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 AT MD 70 ROWE BLVD (502009),fa0017fb008d004b004af03676235daa,1729719295987
151,US 1 AT PORT CAPITOL DR,20.13,https://chart.maryland.gov/Video/GetVideo/4b017ada003900030065d336c4235c0a,39.174744,-76.77855,US,,1,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 1 AT PORT CAPITAL DR (713038),4b017ada003900030065d336c4235c0a,1729719295987
152,US 50 AT MD 611,148.26,https://chart.maryland.gov/Video/GetVideo/a6004fe80099007b00488436cf235d0a,38.338017,-75.11164,US,,50,['Eastern Shore'],strmr5.sha.maryland.gov,ONLINE,OK,123004,a6004fe80099007b00488436cf235d0a,1729719295987
153,I-95 S PAST EXIT 74 MD 152 (C021) MM 74.1,88.65,https://chart.maryland.gov/Video/GetVideo/4c01cf7300e80039004606363d235daa,39.442177,-76.3503,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C021,4c01cf7300e80039004606363d235daa,1729719295987
154,MD 295 AT POWDER MILL RD,9.6,https://chart.maryland.gov/Video/GetVideo/d6001e05013b00c4005dd336c4235c0a,39.032658,-76.85286,MD,,295,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,316058,d6001e05013b00c4005dd336c4235c0a,1729719295986
155,US 301 HWN BRIDGE M.M. 3.03,3.06,https://chart.maryland.gov/Video/GetVideo/c8008309005000330063d336c4235c0a,38.369648,-76.96134,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE MM. 3.03 C-301,c8008309005000330063d336c4235c0a,1729719295987
156,ICC MD 200 EB W OF US 29 MM 14.9 (C220),15.0,https://chart.maryland.gov/Video/GetVideo/7d01722d001d00bd004e3336c4235c0a,39.083138,-76.969536,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200E Creekside MM 14.9 (C-220),7d01722d001d00bd004e3336c4235c0a,1729719295987
157,"MD 43 E, East of I-95 (C022B) MM 67.0",81.68,https://chart.maryland.gov/Video/GetVideo/6e01c36600f9007b0054fa36c4235c0a,39.377453,-76.44128,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"MD 43 E, EAST OF I-95 (C-022B)",6e01c36600f9007b0054fa36c4235c0a,1729719295987
158,I-495 at Ex 30 US 29 Colesville Rd,11.87,https://chart.maryland.gov/Video/GetVideo/470011e600ef003a004ee33696235daa,39.01564,-77.017,IS,,495,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,315011,470011e600ef003a004ee33696235daa,1729719295987
159,I-68 at Exit 74 Mountain Rd,72.89,https://chart.maryland.gov/Video/GetVideo/b1ff05ba019e00a0005dd336c4235c0a,39.71222,-78.303246,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621007,b1ff05ba019e00a0005dd336c4235c0a,1729719295987
160,Columbia Pk (US 29) at Stewart La (CAM 45),5.11,https://chart.maryland.gov/Video/GetVideo/1102717002570075004d823633235daa,39.046844,-76.98648,US,,29,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,Columbia Pk (US 29) at Stewart La,1102717002570075004d823633235daa,1729719295987
161,I-70 AT EX 12 MD 56,11.97,https://chart.maryland.gov/Video/GetVideo/e900ea2a006a00b8005dd336c4235c0a,39.62804,-78.016396,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621002,e900ea2a006a00b8005dd336c4235c0a,1729719295987
162,I-270 S OF SPLIT,2.4,https://chart.maryland.gov/Video/GetVideo/1501835800f700d700437a45351f0214,39.033573,-77.14185,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,315001,1501835800f700d700437a45351f0214,1729719295987
163,I-95 N OF TYDINGS BRIDGE (C094) 91.8N,106.45,https://chart.maryland.gov/Video/GetVideo/0b016b9800e6006a0062d336c4235c0a,39.585545,-76.08817,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-95 N OF TYDINGS BRIDGE (C-09A),0b016b9800e6006a0062d336c4235c0a,1729719295987
164,I-695 AT BALT NATL PK,8.62,https://chart.maryland.gov/Video/GetVideo/1701ea3700f9004a005dd336c4235c0a,39.285336,-76.73768,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 AT BALT NATL PK (403003),1701ea3700f9004a005dd336c4235c0a,1729719295987
165,I-95 N AT MORAVIA RD C-042C,59.4,https://chart.maryland.gov/Video/GetVideo/320177fe009d006b005fd336c4235c0a,39.305187,-76.53036,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,"I-95 N AT MORAVIA, C-042C",320177fe009d006b005fd336c4235c0a,1729719295987
166,Rockville Pk (MD 355) & Tuckerman La (North) (CAM 37),5.03,https://chart.maryland.gov/Video/GetVideo/1701519c02510075004d823633235daa,39.031452,-77.105965,MD,,355,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Rockville Pk (MD 355) & Tuckerman La (North),1701519c02510075004d823633235daa,1729719295987
167,ICC MD 200 EB E OF I-95 MM 19.1 (C226),19.11,https://chart.maryland.gov/Video/GetVideo/86008e17002000bd004e3336c4235c0a,39.067554,-76.899445,MD,,200,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,ICC MD 200 EB E OF I-95 MM 19.1 (C-226),86008e17002000bd004e3336c4235c0a,1729719295987
168,I-495 N. of American Legion Brg,0.8,https://chart.maryland.gov/Video/GetVideo/680130ec01500048005dd336c4235c0a,38.978092,-77.17777,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,315007,680130ec01500048005dd336c4235c0a,1729719295987
169,"I-95S GP @ I-695, MP 64.0 (C024A)",78.53,https://chart.maryland.gov/Video/GetVideo/65002ee001eb009c0052fa36c4235c0a,39.353382,-76.49429,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 S GP AT I-695, MM 64.0 (C-024A)",65002ee001eb009c0052fa36c4235c0a,1729719295987
170,ICC MD 200 EB AT BONIFANT MM 11.8 (C217),11.2,https://chart.maryland.gov/Video/GetVideo/9f00a319002200bd004e3336c4235c0a,39.094364,-77.030464,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200 EB AT BONIFANT MM 11.8 (C-217),9f00a319002200bd004e3336c4235c0a,1729719295987
171,I-70 at Ex 35 MD 66 Mapleville Rd,34.3,https://chart.maryland.gov/Video/GetVideo/4600070f01c300b9005dd336c4235c0a,39.58584,-77.6393,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621008,4600070f01c300b9005dd336c4235c0a,1729719295987
172,US 1 AT GUILFORD RD,17.38,https://chart.maryland.gov/Video/GetVideo/1b017c6500a300dc0065d336c4235c0a,39.144527,-76.8095,US,,1,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,713032,1b017c6500a300dc0065d336c4235c0a,1729719295987
173,I-95 N of MD 543  (C016) MP 80.4,95.06,https://chart.maryland.gov/Video/GetVideo/cf00b70f00e70039004606363d235daa,39.48529,-76.24728,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C016,cf00b70f00e70039004606363d235daa,1729719295987
174,MD 202 AT MD 704,10.97,https://chart.maryland.gov/Video/GetVideo/5b01c85801f700d700437a45351f0214,38.926334,-76.87425,MD,,202,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,MD 202 AT MD 704 (316017),5b01c85801f700d700437a45351f0214,1729719295987
175,I-70 W of Ex 82 US 40 Baltimore National Pike,81.71,https://chart.maryland.gov/Video/GetVideo/52005fc1009800e20062d336c4235c0a,39.30532,-76.91994,IS,,70,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,713027,52005fc1009800e20062d336c4235c0a,1729719295987
176,I-70 at Ex 76 MD 97,76.3,https://chart.maryland.gov/Video/GetVideo/67005e99008200370061d336c4235c0a,39.326645,-77.01636,IS,,70,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,713025,67005e99008200370061d336c4235c0a,1729719295987
177,US 50 AT US 13 SALISBURY BYPASS,142.76,https://chart.maryland.gov/Video/GetVideo/d7000a1f00200031004a8436cf235d0a,38.36996,-75.53788,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT US 13 SALISBURY BYPASS (122002),d7000a1f00200031004a8436cf235d0a,1729719295987
